Timestamp                       Thread     Type        Activity             PID    TTL  
2026-09-13 19:19:21.866073-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 1920 x 1080, 228800000 Hz
2026-09-13 19:19:21.866076-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2026-09-13 19:19:21.866077-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2026-09-13 19:19:21.866246-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 436352640.00000000 Event:ValidateModeTiming [a]
2026-09-13 19:19:21.866250-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:751 kAGDCRegisterLinkValidateModeTiming: FB:0 -> 1920 x 1080, ext_blanking=0, 228800000 Hz
2026-09-13 19:19:21.866253-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:752 kAGDCRegisterLinkValidateModeTiming-ext: pEnc 0x2, pBPC=0x2, pColometry=0x80, dRange=0x1 dscBPP=0
2026-09-13 19:19:21.866256-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: validateMode:166 Validating mode FB:0 -> 1920 x 1080, 228800000 Hz
2026-09-13 19:19:21.866259-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: validateMode:368 response accepted on:0
2026-09-13 19:19:21.866261-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:781 kAGDCRegisterLinkValidateModeTiming: accepted by policy.
2026-09-13 19:19:21.866429-0300 0x41a      Default     0x0                  0      0    kernel: (AppleGraphicsDevicePolicy) AGDP:: VendorEventHandler:484 VendorEventHandler [GFX0:AMD]: Port: 436352640.00000000 Event:ValidateModeTiming [a]
