        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-09-13 06:44:56 ,         498.0   ,             12.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4219   ,
2026-09-13 06:44:57 ,         498.0   ,             12.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4219   ,
2026-09-13 06:44:58 ,         497.0   ,             10.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4219   ,
2026-09-13 06:44:59 ,         498.0   ,             20.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          1   ,                        1   ,                        236   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4219   ,
2026-09-13 06:45:00 ,         498.0   ,             12.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4217   ,
2026-09-13 06:45:01 ,         498.0   ,             12.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4218   ,
2026-09-13 06:45:02 ,         498.0   ,              8.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4218   ,
2026-09-13 06:45:03 ,         498.0   ,             10.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4218   ,
2026-09-13 06:45:04 ,         498.0   ,             10.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4218   ,
2026-09-13 06:45:05 ,         498.0   ,             12.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          1   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4218   ,
2026-09-13 06:45:06 ,         498.0   ,              8.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        235   ,                       51   ,                  15.0   ,         0.800   ,               30.0   ,                  4221   ,
2026-09-13 06:45:07 ,         499.0   ,             28.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          3   ,                        1   ,                        260   ,                       53   ,                  15.0   ,         0.800   ,               32.0   ,                  4339   ,
2026-09-13 06:45:08 ,         498.0   ,             10.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        271   ,                       53   ,                  15.0   ,         0.800   ,               27.0   ,                  4348   ,
2026-09-13 06:45:09 ,         498.0   ,              8.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        270   ,                       53   ,                  15.0   ,         0.800   ,               27.0   ,                  4347   ,
2026-09-13 06:45:10 ,         498.0   ,              8.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        292   ,                       53   ,                  17.0   ,         0.800   ,               26.0   ,                  4346   ,
2026-09-13 06:45:11 ,         498.0   ,             10.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        292   ,                       53   ,                  15.0   ,         0.800   ,               26.0   ,                  4343   ,
2026-09-13 06:45:12 ,         502.0   ,            846.0   ,               48.0   ,                          50.0   ,               0   ,                   0   ,          7   ,                        0   ,                        285   ,                       53   ,                  29.0   ,         0.800   ,               27.0   ,                  4344   ,
2026-09-13 06:45:13 ,         498.0   ,              8.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        289   ,                       53   ,                  16.0   ,         0.800   ,               27.0   ,                  4342   ,
2026-09-13 06:45:14 ,         500.0   ,            558.0   ,               48.0   ,                          49.0   ,               0   ,                   0   ,         10   ,                        3   ,                        289   ,                       53   ,                  20.0   ,         0.800   ,               27.0   ,                  4344   ,
2026-09-13 06:45:15 ,         499.0   ,             24.0   ,               48.0   ,                          49.0   ,               0   ,                   0   ,          0   ,                        1   ,                        289   ,                       53   ,                  21.0   ,         0.800   ,               27.0   ,                  4344   ,
2026-09-13 06:45:16 ,         498.0   ,             10.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        289   ,                       53   ,                  15.0   ,         0.800   ,               27.0   ,                  4343   ,
2026-09-13 06:45:17 ,         497.0   ,              8.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        289   ,                       53   ,                  15.0   ,         0.800   ,               27.0   ,                  4344   ,
2026-09-13 06:45:18 ,         498.0   ,             14.0   ,               47.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        289   ,                       53   ,                  15.0   ,         0.800   ,               26.0   ,                  4344   ,
2026-09-13 06:45:19 ,         499.0   ,             46.0   ,               48.0   ,                          49.0   ,               0   ,                   0   ,         11   ,                        4   ,                        240   ,                       51   ,                  21.0   ,         0.800   ,               27.0   ,                  4227   ,
2026-09-13 06:45:20 ,         498.0   ,             10.0   ,               48.0   ,                          48.0   ,               0   ,                   0   ,          0   ,                        1   ,                        240   ,                       51   ,                  15.0   ,         0.800   ,               26.0   ,                  4229   ,
