        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2026-09-13 06:46:24 ,         501.0   ,             14.0   ,               47.0   ,                          50.0   ,               0   ,                   0   ,          1   ,                        2   ,                        643   ,                      307   ,                  15.0   ,         0.800   ,               37.0   ,                  4861   ,
2026-09-13 06:46:25 ,         578.0   ,           1114.0   ,               48.0   ,                          52.0   ,               0   ,                   0   ,          2   ,                        0   ,                       1203   ,                      307   ,                  35.0   ,         0.800   ,               38.0   ,                  4908   ,
2026-09-13 06:46:26 ,        2456.0   ,           1988.0   ,               58.0   ,                          73.0   ,               0   ,                   0   ,         97   ,                       63   ,                       1233   ,                      310   ,                 254.0   ,         1.118   ,               38.0   ,                  4918   ,
2026-09-13 06:46:27 ,        2448.0   ,           1988.0   ,               63.0   ,                          77.0   ,              32   ,                 988   ,         97   ,                       60   ,                       1233   ,                      310   ,                 254.0   ,         1.118   ,               37.0   ,                  4923   ,
2026-09-13 06:46:28 ,        2443.0   ,           1990.0   ,               64.0   ,                          78.0   ,              30   ,                 861   ,         97   ,                       63   ,                       1233   ,                      310   ,                 255.0   ,         1.112   ,               37.0   ,                  4924   ,
2026-09-13 06:46:29 ,        2436.0   ,           1990.0   ,               63.0   ,                          78.0   ,              30   ,                 825   ,         97   ,                       63   ,                       1234   ,                      310   ,                 254.0   ,         1.118   ,               38.0   ,                  4924   ,
2026-09-13 06:46:30 ,        2427.0   ,           1988.0   ,               64.0   ,                          78.0   ,              30   ,                 816   ,         97   ,                       65   ,                       1234   ,                      310   ,                 254.0   ,         1.106   ,               37.0   ,                  4924   ,
2026-09-13 06:46:31 ,        2427.0   ,           1988.0   ,               64.0   ,                          78.0   ,              30   ,                 816   ,         97   ,                       65   ,                       1234   ,                      310   ,                 254.0   ,         1.106   ,               29.0   ,                  4924   ,
2026-09-13 06:46:32 ,         501.0   ,             12.0   ,               54.0   ,                          54.0   ,              30   ,                 817   ,          1   ,                        2   ,                       1234   ,                      310   ,                 255.0   ,         0.800   ,               36.0   ,                  4924   ,
2026-09-13 06:46:33 ,        2426.0   ,           1988.0   ,               64.0   ,                          77.0   ,              30   ,                 852   ,         97   ,                       66   ,                       1234   ,                      310   ,                 255.0   ,         1.106   ,               37.0   ,                  4925   ,
2026-09-13 06:46:34 ,        2419.0   ,           1988.0   ,               65.0   ,                          79.0   ,              30   ,                 860   ,         97   ,                       64   ,                       1234   ,                      310   ,                 254.0   ,         1.106   ,               37.0   ,                  4925   ,
2026-09-13 06:46:35 ,        2421.0   ,           1988.0   ,               66.0   ,                          79.0   ,              30   ,                 891   ,         97   ,                       63   ,                       1234   ,                      310   ,                 254.0   ,         1.112   ,               37.0   ,                  4925   ,
2026-09-13 06:46:36 ,        2410.0   ,           1988.0   ,               66.0   ,                          79.0   ,              30   ,                 905   ,         98   ,                       62   ,                       1234   ,                      310   ,                 255.0   ,         1.100   ,               37.0   ,                  4929   ,
2026-09-13 06:46:37 ,        2407.0   ,           1988.0   ,               66.0   ,                          81.0   ,              30   ,                 924   ,         98   ,                       65   ,                       1234   ,                      310   ,                 255.0   ,         1.093   ,               37.0   ,                  4929   ,
2026-09-13 06:46:38 ,        2407.0   ,           1988.0   ,               66.0   ,                          80.0   ,              31   ,                 947   ,         97   ,                       60   ,                       1234   ,                      310   ,                 255.0   ,         1.093   ,               37.0   ,                  4928   ,
2026-09-13 06:46:39 ,        2401.0   ,           1988.0   ,               67.0   ,                          80.0   ,              32   ,                 961   ,         97   ,                       61   ,                       1238   ,                      310   ,                 254.0   ,         1.087   ,               38.0   ,                  4928   ,
2026-09-13 06:46:40 ,        2433.0   ,           1988.0   ,               66.0   ,                          80.0   ,              33   ,                 990   ,         96   ,                       59   ,                       1238   ,                      310   ,                 254.0   ,         1.118   ,               38.0   ,                  4926   ,
2026-09-13 06:46:41 ,        2431.0   ,           1988.0   ,               66.0   ,                          81.0   ,              33   ,                1012   ,         96   ,                       60   ,                       1238   ,                      310   ,                 255.0   ,         1.112   ,               37.0   ,                  4927   ,
2026-09-13 06:46:42 ,        2436.0   ,           1988.0   ,               67.0   ,                          81.0   ,              33   ,                1002   ,         97   ,                       59   ,                       1238   ,                      310   ,                 255.0   ,         1.112   ,               36.0   ,                  4927   ,
2026-09-13 06:46:43 ,        2425.0   ,           1990.0   ,               67.0   ,                          81.0   ,              33   ,                1000   ,         98   ,                       61   ,                       1238   ,                      310   ,                 255.0   ,         1.106   ,               38.0   ,                  4927   ,
2026-09-13 06:46:44 ,        2428.0   ,           1988.0   ,               68.0   ,                          81.0   ,              33   ,                 996   ,         97   ,                       63   ,                       1238   ,                      310   ,                 254.0   ,         1.112   ,               37.0   ,                  4926   ,
2026-09-13 06:46:45 ,        2415.0   ,           1988.0   ,               68.0   ,                          81.0   ,              33   ,                1004   ,         97   ,                       64   ,                       1238   ,                      310   ,                 254.0   ,         1.106   ,               37.0   ,                  4929   ,
2026-09-13 06:46:46 ,        2419.0   ,           1988.0   ,               68.0   ,                          81.0   ,              33   ,                1000   ,         97   ,                       64   ,                       1238   ,                      310   ,                 254.0   ,         1.106   ,               38.0   ,                  4926   ,
2026-09-13 06:46:47 ,        2424.0   ,           1988.0   ,               68.0   ,                          83.0   ,              33   ,                 999   ,         98   ,                       63   ,                       1238   ,                      310   ,                 254.0   ,         1.112   ,               38.0   ,                  4929   ,
2026-09-13 06:46:48 ,        2409.0   ,           1990.0   ,               68.0   ,                          83.0   ,              33   ,                1014   ,         98   ,                       64   ,                       1238   ,                      310   ,                 255.0   ,         1.093   ,               36.0   ,                  4929   ,
2026-09-13 06:46:49 ,        2404.0   ,           1988.0   ,               69.0   ,                          82.0   ,              33   ,                1001   ,         98   ,                       65   ,                       1238   ,                      308   ,                 255.0   ,         1.100   ,               38.0   ,                  4933   ,
2026-09-13 06:46:50 ,        2407.0   ,           1988.0   ,               68.0   ,                          83.0   ,              33   ,                1000   ,         97   ,                       62   ,                       1238   ,                      308   ,                 255.0   ,         1.093   ,               37.0   ,                  4932   ,
2026-09-13 06:46:51 ,        2400.0   ,           1988.0   ,               69.0   ,                          83.0   ,              33   ,                 996   ,         97   ,                       61   ,                       1238   ,                      308   ,                 255.0   ,         1.093   ,               37.0   ,                  4932   ,
2026-09-13 06:46:53 ,        2406.0   ,           1988.0   ,               69.0   ,                          83.0   ,              33   ,                1001   ,         97   ,                       61   ,                       1238   ,                      308   ,                 254.0   ,         1.100   ,               38.0   ,                  4932   ,
2026-09-13 06:46:53 ,        2405.0   ,           1992.0   ,               69.0   ,                          83.0   ,              33   ,                1001   ,         97   ,                       56   ,                       1238   ,                      308   ,                 255.0   ,         1.093   ,               38.0   ,                  4932   ,
2026-09-13 06:46:54 ,        2408.0   ,           1988.0   ,               69.0   ,                          83.0   ,              33   ,                 994   ,         97   ,                       58   ,                       1238   ,                      308   ,                 255.0   ,         1.093   ,               34.0   ,                  4932   ,
2026-09-13 06:46:55 ,        2398.0   ,           1990.0   ,               70.0   ,                          83.0   ,              33   ,                1010   ,         97   ,                       59   ,                       1238   ,                      308   ,                 254.0   ,         1.100   ,               37.0   ,                  4934   ,
2026-09-13 06:46:57 ,        2408.0   ,           1988.0   ,               69.0   ,                          84.0   ,              33   ,                1002   ,         98   ,                       55   ,                       1238   ,                      308   ,                 255.0   ,         1.093   ,               38.0   ,                  4934   ,
2026-09-13 06:46:58 ,        2488.0   ,           1988.0   ,               69.0   ,                          85.0   ,              33   ,                1002   ,         85   ,                       51   ,                       1238   ,                      308   ,                 255.0   ,         1.125   ,               39.0   ,                  4934   ,
2026-09-13 06:46:59 ,        2438.0   ,           1990.0   ,               70.0   ,                          84.0   ,              33   ,                1006   ,         91   ,                       57   ,                       1238   ,                      308   ,                 255.0   ,         1.118   ,               38.0   ,                  4934   ,
2026-09-13 06:47:00 ,        2420.0   ,           1990.0   ,               70.0   ,                          85.0   ,              33   ,                1002   ,         92   ,                       57   ,                       1238   ,                      308   ,                 255.0   ,         1.106   ,               39.0   ,                  4935   ,
2026-09-13 06:47:01 ,        2437.0   ,           1988.0   ,               70.0   ,                          85.0   ,              33   ,                1000   ,         92   ,                       56   ,                       1238   ,                      308   ,                 255.0   ,         1.112   ,               38.0   ,                  4935   ,
2026-09-13 06:47:02 ,        2387.0   ,           1988.0   ,               70.0   ,                          85.0   ,              33   ,                 995   ,         95   ,                       58   ,                       1239   ,                      308   ,                 254.0   ,         1.100   ,               38.0   ,                  4935   ,
2026-09-13 06:47:03 ,        2017.0   ,           1988.0   ,               67.0   ,                          75.0   ,              33   ,                1002   ,         58   ,                       27   ,                       1239   ,                      308   ,                 174.0   ,         0.937   ,               38.0   ,                  4936   ,
2026-09-13 06:47:04 ,        1904.0   ,           1988.0   ,               63.0   ,                          68.0   ,              33   ,                1001   ,         56   ,                       23   ,                       1239   ,                      308   ,                 107.0   ,         0.800   ,               37.0   ,                  4935   ,
2026-09-13 06:47:05 ,        1953.0   ,           1988.0   ,               62.0   ,                          66.0   ,              32   ,                 981   ,         51   ,                       24   ,                       1239   ,                      308   ,                 104.0   ,         0.800   ,               39.0   ,                  4935   ,
2026-09-13 06:47:06 ,        1197.0   ,           1990.0   ,               61.0   ,                          64.0   ,              32   ,                 963   ,         83   ,                       28   ,                       1239   ,                      308   ,                  98.0   ,         1.175   ,               37.0   ,                  4936   ,
2026-09-13 06:47:07 ,        2077.0   ,           1988.0   ,               61.0   ,                          65.0   ,              31   ,                 957   ,         56   ,                       26   ,                       1239   ,                      308   ,                 107.0   ,         0.937   ,               38.0   ,                  4936   ,
2026-09-13 06:47:08 ,        1735.0   ,           1988.0   ,               61.0   ,                          65.0   ,              31   ,                 957   ,         70   ,                       27   ,                       1239   ,                      308   ,                 104.0   ,         1.175   ,               39.0   ,                  4936   ,
2026-09-13 06:47:09 ,        2391.0   ,           1988.0   ,               68.0   ,                          81.0   ,              31   ,                 957   ,         97   ,                       58   ,                       1239   ,                      308   ,                 255.0   ,         1.093   ,               37.0   ,                  4936   ,
2026-09-13 06:47:10 ,        2386.0   ,           1990.0   ,               70.0   ,                          85.0   ,              31   ,                 955   ,         96   ,                       57   ,                       1239   ,                      308   ,                 255.0   ,         1.087   ,               38.0   ,                  4936   ,
2026-09-13 06:47:11 ,        2473.0   ,           1990.0   ,               70.0   ,                          85.0   ,              32   ,                 979   ,         87   ,                       53   ,                       1239   ,                      308   ,                 254.0   ,         1.125   ,               39.0   ,                  4936   ,
2026-09-13 06:47:12 ,        2382.0   ,           1988.0   ,               70.0   ,                          85.0   ,              33   ,                 995   ,         98   ,                       58   ,                       1239   ,                      308   ,                 254.0   ,         1.081   ,               37.0   ,                  4936   ,
2026-09-13 06:47:13 ,        2396.0   ,           1992.0   ,               72.0   ,                          86.0   ,              33   ,                1003   ,         96   ,                       58   ,                       1239   ,                      308   ,                 255.0   ,         1.087   ,               38.0   ,                  4936   ,
2026-09-13 06:47:14 ,        2454.0   ,           1990.0   ,               71.0   ,                          85.0   ,              33   ,                1002   ,         80   ,                       48   ,                       1239   ,                      308   ,                 254.0   ,         1.168   ,               38.0   ,                  4936   ,
2026-09-13 06:47:15 ,        2477.0   ,           1990.0   ,               72.0   ,                          85.0   ,              33   ,                 994   ,         85   ,                       52   ,                       1239   ,                      308   ,                 254.0   ,         1.137   ,               38.0   ,                  4936   ,
2026-09-13 06:47:16 ,        2400.0   ,           1990.0   ,               71.0   ,                          85.0   ,              33   ,                1005   ,         96   ,                       66   ,                       1239   ,                      308   ,                 255.0   ,         1.093   ,               38.0   ,                  4936   ,
2026-09-13 06:47:17 ,        2386.0   ,           1990.0   ,               71.0   ,                          85.0   ,              33   ,                1001   ,         97   ,                       63   ,                       1239   ,                      308   ,                 255.0   ,         1.081   ,               37.0   ,                  4936   ,
2026-09-13 06:47:18 ,        2381.0   ,           1988.0   ,               72.0   ,                          86.0   ,              33   ,                 994   ,         96   ,                       60   ,                       1239   ,                      308   ,                 255.0   ,         1.087   ,               38.0   ,                  4936   ,
2026-09-13 06:47:19 ,        2384.0   ,           1988.0   ,               72.0   ,                          86.0   ,              33   ,                1012   ,         96   ,                       59   ,                       1239   ,                      308   ,                 254.0   ,         1.081   ,               38.0   ,                  4936   ,
2026-09-13 06:47:20 ,        2365.0   ,           1990.0   ,               72.0   ,                          86.0   ,              33   ,                1007   ,         97   ,                       62   ,                       1239   ,                      308   ,                 254.0   ,         1.081   ,               38.0   ,                  4936   ,
2026-09-13 06:47:21 ,        2356.0   ,           1988.0   ,               73.0   ,                          86.0   ,              33   ,                1003   ,         99   ,                       62   ,                       1239   ,                      308   ,                 254.0   ,         1.075   ,               37.0   ,                  4936   ,
2026-09-13 06:47:22 ,        2351.0   ,           1988.0   ,               72.0   ,                          87.0   ,              33   ,                 997   ,         99   ,                       63   ,                       1239   ,                      308   ,                 254.0   ,         1.068   ,               36.0   ,                  4936   ,
2026-09-13 06:47:23 ,        2349.0   ,           1990.0   ,               73.0   ,                          87.0   ,              33   ,                1004   ,         99   ,                       59   ,                       1239   ,                      308   ,                 254.0   ,         1.068   ,               37.0   ,                  4936   ,
2026-09-13 06:47:24 ,        2358.0   ,           1988.0   ,               72.0   ,                          88.0   ,              33   ,                1002   ,         98   ,                       57   ,                       1239   ,                      308   ,                 254.0   ,         1.081   ,               37.0   ,                  4936   ,
2026-09-13 06:47:25 ,        2341.0   ,           1990.0   ,               73.0   ,                          88.0   ,              33   ,                 996   ,         99   ,                       58   ,                       1239   ,                      308   ,                 255.0   ,         1.062   ,               39.0   ,                  4931   ,
2026-09-13 06:47:26 ,        2479.0   ,           1988.0   ,               73.0   ,                          88.0   ,              33   ,                1006   ,         83   ,                       53   ,                       1239   ,                      308   ,                 254.0   ,         1.150   ,               38.0   ,                  4934   ,
2026-09-13 06:47:27 ,        2485.0   ,           1990.0   ,               72.0   ,                          86.0   ,              33   ,                1003   ,         63   ,                       41   ,                       1239   ,                      308   ,                 249.0   ,         1.175   ,               38.0   ,                  4934   ,
2026-09-13 06:47:28 ,        2488.0   ,           1988.0   ,               73.0   ,                          87.0   ,              33   ,                 994   ,         85   ,                       55   ,                       1239   ,                      308   ,                 244.0   ,         1.175   ,               38.0   ,                  4934   ,
2026-09-13 06:47:29 ,        2411.0   ,           1990.0   ,               73.0   ,                          87.0   ,              33   ,                1012   ,         95   ,                       60   ,                       1239   ,                      308   ,                 255.0   ,         1.093   ,               39.0   ,                  4934   ,
2026-09-13 06:47:30 ,        2434.0   ,           1988.0   ,               73.0   ,                          88.0   ,              33   ,                1004   ,         89   ,                       58   ,                       1239   ,                      308   ,                 255.0   ,         1.118   ,               38.0   ,                  4933   ,
2026-09-13 06:47:31 ,        2416.0   ,           1988.0   ,               73.0   ,                          87.0   ,              33   ,                1002   ,         93   ,                       59   ,                       1239   ,                      308   ,                 255.0   ,         1.100   ,               38.0   ,                  4933   ,
2026-09-13 06:47:32 ,        2400.0   ,           1990.0   ,               74.0   ,                          88.0   ,              33   ,                 998   ,         89   ,                       59   ,                       1239   ,                      308   ,                 254.0   ,         1.112   ,               39.0   ,                  4932   ,
2026-09-13 06:47:33 ,        2414.0   ,           1990.0   ,               74.0   ,                          88.0   ,              33   ,                1004   ,         88   ,                       59   ,                       1239   ,                      308   ,                 255.0   ,         1.106   ,               36.0   ,                  4932   ,
2026-09-13 06:47:34 ,        2496.0   ,           1988.0   ,               73.0   ,                          89.0   ,              33   ,                1002   ,         86   ,                       59   ,                       1239   ,                      308   ,                 254.0   ,         1.137   ,               37.0   ,                  4932   ,
2026-09-13 06:47:35 ,        2383.0   ,           1988.0   ,               74.0   ,                          88.0   ,              33   ,                 996   ,         93   ,                       60   ,                       1239   ,                      308   ,                 254.0   ,         1.093   ,               39.0   ,                  4932   ,
2026-09-13 06:47:36 ,        2424.0   ,           1992.0   ,               74.0   ,                          88.0   ,              33   ,                1000   ,         90   ,                       60   ,                       1239   ,                      308   ,                 255.0   ,         1.100   ,               39.0   ,                  4932   ,
2026-09-13 06:47:37 ,        2417.0   ,           1994.0   ,               74.0   ,                          89.0   ,              33   ,                1001   ,         93   ,                       61   ,                       1239   ,                      308   ,                 256.0   ,         1.087   ,               39.0   ,                  4932   ,
2026-09-13 06:47:38 ,        2462.0   ,           1988.0   ,               74.0   ,                          89.0   ,              33   ,                 997   ,         84   ,                       57   ,                       1239   ,                      308   ,                 254.0   ,         1.125   ,               39.0   ,                  4932   ,
2026-09-13 06:47:39 ,        2468.0   ,           1988.0   ,               75.0   ,                          90.0   ,              33   ,                1013   ,         79   ,                       54   ,                       1239   ,                      308   ,                 254.0   ,         1.162   ,               39.0   ,                  4932   ,
2026-09-13 06:47:40 ,        2462.0   ,           1990.0   ,               75.0   ,                          89.0   ,              33   ,                1005   ,         85   ,                       56   ,                       1239   ,                      308   ,                 257.0   ,         1.118   ,               39.0   ,                  4931   ,
2026-09-13 06:47:41 ,        2461.0   ,           1990.0   ,               73.0   ,                          86.0   ,              33   ,                1003   ,         77   ,                       52   ,                       1239   ,                      308   ,                 226.0   ,         1.175   ,               39.0   ,                  4931   ,
2026-09-13 06:47:42 ,        2480.0   ,           1988.0   ,               75.0   ,                          89.0   ,              33   ,                1000   ,         81   ,                       53   ,                       1239   ,                      308   ,                 254.0   ,         1.143   ,               39.0   ,                  4931   ,
2026-09-13 06:47:43 ,        2470.0   ,           1990.0   ,               75.0   ,                          89.0   ,              33   ,                 995   ,         83   ,                       56   ,                       1239   ,                      308   ,                 255.0   ,         1.131   ,               39.0   ,                  4930   ,
2026-09-13 06:47:44 ,        2454.0   ,           1990.0   ,               75.0   ,                          90.0   ,              33   ,                1000   ,         82   ,                       53   ,                       1239   ,                      308   ,                 255.0   ,         1.150   ,               39.0   ,                  4930   ,
2026-09-13 06:47:45 ,        2207.0   ,           1990.0   ,               74.0   ,                          86.0   ,              33   ,                1002   ,         83   ,                       50   ,                       1239   ,                      308   ,                 235.0   ,         1.175   ,               38.0   ,                  4930   ,
2026-09-13 06:47:46 ,        2475.0   ,           1988.0   ,               75.0   ,                          91.0   ,              33   ,                 999   ,         76   ,                       52   ,                       1239   ,                      308   ,                 254.0   ,         1.162   ,               38.0   ,                  4930   ,
2026-09-13 06:47:47 ,        2507.0   ,           1988.0   ,               75.0   ,                          90.0   ,              33   ,                1002   ,         83   ,                       55   ,                       1239   ,                      308   ,                 251.0   ,         1.175   ,               37.0   ,                  4927   ,
2026-09-13 06:47:48 ,         608.0   ,            930.0   ,               72.0   ,                          81.0   ,              33   ,                 996   ,          3   ,                        1   ,                       1239   ,                      308   ,                 180.0   ,         0.800   ,               40.0   ,                  4927   ,
2026-09-13 06:47:49 ,        2106.0   ,           1990.0   ,               71.0   ,                          80.0   ,              32   ,                 969   ,         71   ,                       52   ,                       1239   ,                      308   ,                 191.0   ,         0.950   ,               39.0   ,                  4926   ,
2026-09-13 06:47:50 ,        2427.0   ,           1988.0   ,               71.0   ,                          79.0   ,              32   ,                 961   ,         62   ,                       47   ,                       1239   ,                      308   ,                 176.0   ,         0.993   ,               39.0   ,                  4925   ,
2026-09-13 06:47:51 ,        1158.0   ,           1988.0   ,               70.0   ,                          75.0   ,              31   ,                 958   ,         84   ,                       32   ,                       1239   ,                      308   ,                 149.0   ,         0.800   ,               37.0   ,                  4925   ,
2026-09-13 06:47:52 ,        2383.0   ,           1990.0   ,               69.0   ,                          77.0   ,              31   ,                 958   ,         62   ,                       49   ,                       1239   ,                      308   ,                 160.0   ,         1.050   ,               37.0   ,                  4925   ,
2026-09-13 06:47:53 ,        2140.0   ,           1990.0   ,               70.0   ,                          78.0   ,              32   ,                 988   ,         70   ,                       49   ,                       1239   ,                      308   ,                 165.0   ,         0.800   ,               39.0   ,                  4925   ,
2026-09-13 06:47:54 ,        2168.0   ,           1988.0   ,               69.0   ,                          74.0   ,              33   ,                 999   ,         58   ,                       31   ,                       1239   ,                      308   ,                 133.0   ,         0.800   ,               36.0   ,                  4925   ,
2026-09-13 06:47:55 ,        1652.0   ,           1990.0   ,               68.0   ,                          73.0   ,              33   ,                 991   ,         80   ,                       36   ,                       1240   ,                      308   ,                 129.0   ,         0.800   ,               39.0   ,                  4925   ,
2026-09-13 06:47:56 ,         939.0   ,           1988.0   ,               68.0   ,                          72.0   ,              32   ,                 968   ,         85   ,                       24   ,                       1240   ,                      308   ,                 128.0   ,         0.800   ,               40.0   ,                  4924   ,
2026-09-13 06:47:57 ,        1722.0   ,           1990.0   ,               67.0   ,                          71.0   ,              32   ,                 960   ,         70   ,                       39   ,                       1240   ,                      308   ,                 118.0   ,         0.800   ,               40.0   ,                  4924   ,
2026-09-13 06:47:58 ,        2185.0   ,           1988.0   ,               68.0   ,                          74.0   ,              31   ,                 958   ,         64   ,                       37   ,                       1240   ,                      308   ,                 143.0   ,         0.800   ,               39.0   ,                  4924   ,
2026-09-13 06:47:59 ,        2353.0   ,           1990.0   ,               68.0   ,                          76.0   ,              31   ,                 958   ,         60   ,                       35   ,                       1240   ,                      308   ,                 146.0   ,         0.912   ,               38.0   ,                  4922   ,
2026-09-13 06:48:00 ,        1841.0   ,           1992.0   ,               67.0   ,                          72.0   ,              31   ,                 958   ,         77   ,                       39   ,                       1240   ,                      308   ,                 136.0   ,         1.175   ,               39.0   ,                  4922   ,
2026-09-13 06:48:01 ,        1850.0   ,           1988.0   ,               68.0   ,                          74.0   ,              31   ,                 958   ,         69   ,                       39   ,                       1240   ,                      308   ,                 145.0   ,         0.800   ,               40.0   ,                  4923   ,
2026-09-13 06:48:02 ,        1793.0   ,           1990.0   ,               68.0   ,                          73.0   ,              31   ,                 958   ,         80   ,                       43   ,                       1240   ,                      308   ,                 139.0   ,         1.175   ,               39.0   ,                  4923   ,
2026-09-13 06:48:03 ,        1766.0   ,           1988.0   ,               67.0   ,                          73.0   ,              31   ,                 959   ,         80   ,                       40   ,                       1240   ,                      308   ,                 140.0   ,         0.831   ,               39.0   ,                  4922   ,
2026-09-13 06:48:04 ,        1792.0   ,           1990.0   ,               67.0   ,                          73.0   ,              31   ,                 935   ,         73   ,                       40   ,                       1240   ,                      308   ,                 136.0   ,         0.825   ,               40.0   ,                  4921   ,
2026-09-13 06:48:05 ,         500.0   ,            496.0   ,               65.0   ,                          66.0   ,              30   ,                 909   ,         32   ,                       24   ,                       1240   ,                      308   ,                  68.0   ,         0.800   ,               39.0   ,                  4921   ,
2026-09-13 06:48:06 ,        2365.0   ,           1988.0   ,               73.0   ,                          88.0   ,              30   ,                 880   ,         97   ,                       74   ,                       1240   ,                      308   ,                 256.0   ,         1.075   ,               39.0   ,                  4921   ,
2026-09-13 06:48:07 ,        2352.0   ,           1988.0   ,               74.0   ,                          88.0   ,              30   ,                 873   ,         97   ,                       74   ,                       1242   ,                      308   ,                 254.0   ,         1.068   ,               39.0   ,                  4921   ,
2026-09-13 06:48:08 ,        2431.0   ,           1990.0   ,               74.0   ,                          90.0   ,              30   ,                 894   ,         97   ,                       75   ,                       1242   ,                      308   ,                 252.0   ,         1.093   ,               37.0   ,                  4921   ,
2026-09-13 06:48:09 ,        2353.0   ,           1988.0   ,               75.0   ,                          88.0   ,              31   ,                 937   ,         96   ,                       70   ,                       1242   ,                      308   ,                 255.0   ,         1.075   ,               38.0   ,                  4922   ,
2026-09-13 06:48:10 ,        2360.0   ,           1990.0   ,               74.0   ,                          89.0   ,              33   ,                 994   ,         97   ,                       70   ,                       1242   ,                      308   ,                 255.0   ,         1.068   ,               38.0   ,                  4921   ,
2026-09-13 06:48:11 ,        2361.0   ,           1990.0   ,               75.0   ,                          89.0   ,              34   ,                1033   ,         98   ,                       70   ,                       1242   ,                      308   ,                 255.0   ,         1.081   ,               38.0   ,                  4922   ,
2026-09-13 06:48:12 ,        2373.0   ,           1988.0   ,               76.0   ,                          89.0   ,              34   ,                1020   ,         97   ,                       70   ,                       1242   ,                      308   ,                 254.0   ,         1.081   ,               37.0   ,                  4921   ,
2026-09-13 06:48:13 ,        2368.0   ,           1988.0   ,               76.0   ,                          90.0   ,              33   ,                1008   ,         98   ,                       69   ,                       1244   ,                      308   ,                 254.0   ,         1.075   ,               38.0   ,                  4921   ,
2026-09-13 06:48:14 ,        2388.0   ,           1988.0   ,               76.0   ,                          90.0   ,              33   ,                 997   ,         96   ,                       63   ,                       1244   ,                      308   ,                 254.0   ,         1.093   ,               37.0   ,                  4921   ,
2026-09-13 06:48:15 ,        2378.0   ,           1990.0   ,               76.0   ,                          90.0   ,              34   ,                1021   ,         97   ,                       60   ,                       1244   ,                      308   ,                 255.0   ,         1.087   ,               37.0   ,                  4921   ,
2026-09-13 06:48:16 ,        2397.0   ,           1988.0   ,               76.0   ,                          90.0   ,              33   ,                1011   ,         97   ,                       60   ,                       1244   ,                      308   ,                 254.0   ,         1.093   ,               38.0   ,                  4921   ,
2026-09-13 06:48:17 ,        2407.0   ,           1990.0   ,               77.0   ,                          91.0   ,              33   ,                1006   ,         98   ,                       52   ,                       1244   ,                      308   ,                 255.0   ,         1.100   ,               37.0   ,                  4921   ,
2026-09-13 06:48:18 ,        2480.0   ,           1990.0   ,               76.0   ,                          91.0   ,              34   ,                1033   ,         71   ,                       38   ,                       1244   ,                      308   ,                 249.0   ,         1.175   ,               34.0   ,                  4921   ,
2026-09-13 06:48:19 ,        2405.0   ,           1990.0   ,               77.0   ,                          91.0   ,              35   ,                1062   ,         96   ,                       51   ,                       1244   ,                      308   ,                 254.0   ,         1.106   ,               38.0   ,                  4914   ,
2026-09-13 06:48:20 ,        2392.0   ,           1992.0   ,               76.0   ,                          92.0   ,              35   ,                1051   ,         97   ,                       54   ,                       1244   ,                      308   ,                 255.0   ,         1.093   ,               34.0   ,                  4918   ,
2026-09-13 06:48:21 ,        2383.0   ,           1988.0   ,               77.0   ,                          92.0   ,              35   ,                1076   ,         96   ,                       61   ,                       1244   ,                      308   ,                 254.0   ,         1.093   ,               37.0   ,                  4916   ,
2026-09-13 06:48:22 ,        2385.0   ,           1988.0   ,               77.0   ,                          92.0   ,              35   ,                1068   ,         97   ,                       62   ,                       1245   ,                      308   ,                 255.0   ,         1.087   ,               33.0   ,                  4916   ,
2026-09-13 06:48:23 ,        2396.0   ,           1988.0   ,               77.0   ,                          92.0   ,              35   ,                1052   ,         97   ,                       58   ,                       1245   ,                      308   ,                 255.0   ,         1.093   ,               38.0   ,                  4915   ,
2026-09-13 06:48:24 ,        2387.0   ,           1992.0   ,               77.0   ,                          91.0   ,              35   ,                1077   ,         97   ,                       58   ,                       1245   ,                      308   ,                 255.0   ,         1.087   ,               38.0   ,                  4914   ,
2026-09-13 06:48:25 ,        2390.0   ,           1992.0   ,               77.0   ,                          91.0   ,              35   ,                1066   ,         96   ,                       61   ,                       1245   ,                      308   ,                 254.0   ,         1.093   ,               39.0   ,                  4915   ,
2026-09-13 06:48:26 ,        2387.0   ,           1988.0   ,               78.0   ,                          91.0   ,              36   ,                1084   ,         98   ,                       60   ,                       1245   ,                      308   ,                 255.0   ,         1.087   ,               39.0   ,                  4915   ,
2026-09-13 06:48:27 ,        2381.0   ,           1992.0   ,               77.0   ,                          92.0   ,              35   ,                1079   ,         98   ,                       53   ,                       1245   ,                      308   ,                 255.0   ,         1.087   ,               39.0   ,                  4915   ,
2026-09-13 06:48:28 ,        2370.0   ,           1988.0   ,               77.0   ,                          92.0   ,              36   ,                1101   ,         97   ,                       57   ,                       1245   ,                      308   ,                 255.0   ,         1.081   ,               39.0   ,                  4915   ,
